seqname,tax_id
AJC15674,s__sputorum
EUJ11179,s__bacterium_11
ACB98986,s__organism
ACB98987,s__organism
ACB98984,s__organism
ACB98985,s__organism
ACB98982,s__organism
ACB98983,s__organism
ACB98981,s__organism
ACB98988,s__organism
ACB98989,s__organism
AIF97353,s__australica
OMG18250,s__naeslundii
ONH56888,s__sp._CcI49
ODS60826,s__sp._SCN_65-108
SEV93418,s__sediminilitoris
SEI51104,s__sp._SG02
APB31871,s__teuberi
CEN86942,s__sordellii
SAL84796,s__choica
AAC62257,s__neoformans
KQP29406,s__sp._Leaf102
APX83460,s__extorquens
AMX98227,s__ciceri
KAZ57170,s__tuberculosis
AOP48332,s__lydicus
CUU15167,s__sp.e2
KPY38604,s__syringae_group_genomosp._3
AUM12652,s__alkanivorans
ANS34482,s__sphaeroides
SFU44830,s__caeni
OBG45757,s__fortuitum
ALE77319,s__sp._AL041005-10
KIY41162,s__sp._10-1B
CAJ53714,s__walsbyi
CRP81514,s__aeruginosa
ARI51119,s__sp._S8
AAR15128,s__mollaretii
KSU89276,s__sp._SGD-V-76
CQJ53481,s__enterocolitica
KHD74919,s__utahensis
KLF91220,s__asburiae
OMG37781,s__naeslundii
OHY75840,s__aryabhattai
AJF12408,s__thaumarchaeote
EKX56343,s__sp._AKP1
APE32016,s__aestuariie2
CRM03331,s__sp._31_R_17
EMH42513,s__pylori
CCG46664,s__halophilus
CAJ99278,s__acinonychis
SFS98399,s__sp._BC26
KIN61798,s__noctilucae
KJK42473,s__aerocolonigenes
OBZ92535,s__polonicume1
KHO37132,s__cloacae_complex_'Hoffmann_cluster_IV'
ANW63180,s__sp._djl-10
CDB16754,s__sp._CAG:221
KLU26745,s__mineralivorans
ENS11630,s__abortus
KTH95274,s__cloacae
AAV94996,s__pomeroyi
ENP41283,s__abortus
OJY33592,s__bacterium_65-51
AOJ30764,s__metallica
SNV54588,s__stepanovicii
EQD97815,s__pylori
CCE07646,s__sp._STM_3843
ESX02378,s__sp._LSJC268A00
CVI66303,s__sp._CHKCI003
AOX69048,s__baumannii
OLY44893,s__apis
OIR46421,s__sp._NML130628
OHV49137,s__temperata
CRN08556,s__sp._URMO17WK12:I11
OBQ14848,s__sp._LE011-02
ALU91825,s__rubrisubalbicans
OLC92811,s__archaeon_13_1_40CM_3_38_6
AJF12225,s__thaumarchaeote
KNY37224,s__baumannii
ONA00152,s__pseudomallei
OOG20223,s__sp._CZ-UAM
EGP08915,s__bacterium_SG-6C
AOF32383,s__enterocolitica
SED47144,s__sp._2112.3
SDM63094,s__balearica
SDJ33958,s__maritima
CRL62038,s__vulgaris
KES13809,s__alvi
ADO21003,s__heilmannii
ORX36344,s__imperatae
KLN64913,s__sp._VPAP30
SEP34505,s__sp._ap11
APW49225,s__lwoffii
OBU26698,s__kishitanii
AHY41395,s__stutzeri
ASM10607,s__marcescens
ALX12755,s__cepacia
OPX15116,s__sp._i37
AJF13151,s__bacterium
AJF13150,s__bacterium
AJF13153,s__bacterium
AJF13152,s__bacterium
AJF13155,s__bacterium
AJF13154,s__bacterium
AJF13157,s__bacterium
ACB99172,s__organism
AJF13159,s__bacterium
BAZ78934,s__kisseleviana
COU85891,s__tuberculosis
SFH31632,s__chinhatensise1
ENX11205,s__sp._CIP_64.2
AJC54307,s__sp._769
EJZ04726,s__vaccae
ALU38558,s__flavae1
AUY40029,s__sp._LSNIH3
AJF12826,s__bacterium
AJF12827,s__bacterium
AJF12824,s__bacterium
AJF12825,s__bacterium
AJF12822,s__bacterium
AJF12823,s__bacterium
AJF12820,s__bacterium
AJF12821,s__bacterium
AJF12828,s__bacterium
AJF12829,s__bacterium
ACB98849,s__organism
ACB98848,s__organism
ACB98843,s__organism
OMI90973,s__sp._M1013
ACB98840,s__organism
ACB98847,s__organism
ACB98846,s__organism
ACB98845,s__organism
ACB98844,s__organism
KMN23387,s__helleri
ABM13884,s__vanbaalenii
ANN14954,s__orientalise1
KRE17756,s__sp._Root381
AMS39371,s__aminovorans
KDR60747,s__wadayamensis
KPX70944,s__amygdali
KTT54208,s__psychrotoleranse1
AQT38780,s__sp.
AQT38786,s__sp.
AQT38784,s__sp.
ACB98821,s__organism
AQT38788,s__sp.
KMS76991,s__viridochromogenes
AIN58250,s__mosselii
KQP04602,s__sp._Leaf93
OOG44170,s__sp._A23
ORB35201,s__paraseoulense
KVG62868,s__pseudomultivorans
KRE23337,s__sp._Soil535
KIA75057,s__sp._MWB30
BAF62608,s__benhamiae
KRP84685,s__lactis
ARS88792,s__archaeon_JW/NM-HA_15
KQT69968,s__sp._Leaf427
KBG55083,s__africanum
SKB01463,s__debontii
ANH71760,s__insidiosa
OOY11613,s__marinae5
KSD11504,s__aeruginosa
EKS31283,s__felis
KEY26981,s__longum
BAE20257,s__posadasii
SIO65841,s__sp._GP187
KQI67500,s__sp._3ANDIMAR09
BAE20251,s__posadasii
BAE20259,s__immitis
OOV98978,s__sp._MF6396
KQV38137,s__sp._Root1212
KTH27340,s__hormaechei
EHP44029,s__basilensis
EOP52469,s__cereus
OAV71890,s__bacterium_Barb4
SED81317,s__sp._2231.1
OBH22322,s__sp._E1319
SKZ26154,s__abscessus
KRR24767,s__lablabi
ORV87253,s__interjectum
EXV00531,s__robertsii
SFR46278,s__tamlensis
OBA66519,s__sp._852002-20019_SCH5090214
CMN79760,s__tuberculosis
OQQ06553,s__campbellii
KRD15738,s__sp._Root267
SAL91617,s__pneumoniae
KTI03190,s__hormaechei
KOV11001,s__sp._XY511
EAU46829,s__bermudensis
KFW54077,s__bovis
ATU18598,s__pneumoniae
AAM70398,s__heilmannii
KVC13131,s__diffusa
SFC06239,s__haloterrestris
AAM70392,s__heilmannii
SLF97082,s__abscessus
AAM70390,s__heilmannii
AMP37228,s__solanacearum
AAM70394,s__heilmannii
AIL96348,s__ureicelerivorans
KVJ40143,s__cloacae
ACB99308,s__organism
AGW89396,s__pickettii
KVF26954,s__vietnamiensis
ANV23610,s__sp._S41
ACB99306,s__organism
SHF83418,s__polarise1
AQT38811,s__lunaelactis
AQT38816,s__sp.
AAP77005,s__hepaticus
CUX83892,s__calidilacus
EKB54383,s__zoohelcum
ETP22664,s__parasitica
ACB99303,s__organism
ABM79711,s__marinuse1
SHI38119,s__saemankumensis
CAE08964,s__sp._WH_8102
KMY49962,s__loiseleuriae
KZR61229,s__sp._MIT_1306
ARA85763,s__paralicheniformis
SDS22009,s__granadensis
KPH86026,s__intermediuse1
ENV59302,s__solie2
AUT52515,s__caribensis
OBQ37816,s__sp._CRKS33
AMR77399,s__nantongensis
SEQ15035,s__taeanense
OKJ81962,s__sp._CB01883
OAE47823,s__tumefaciens
KQW60210,s__sp._Root1252
AKS44943,s__temperatus
OQO11945,s__antarcticume1
SDC55679,s__albae4
CZX65636,s__cloacae
AJF12813,s__bacterium
SHM44510,s__jiangningensis
AAK43718,s__pasteurii
ASM38054,s__sputorume1
AJF12611,s__bacterium
AJF12610,s__bacterium
AJF12613,s__bacterium
AJF12612,s__bacterium
AJF12615,s__bacterium
AJF12614,s__bacterium
AJF12617,s__bacterium
AJF12616,s__bacterium
AJF12619,s__bacterium
AJF12618,s__bacterium
KCY51674,s__baumannii
KYR91090,s__coli
KZF07153,s__sp._EPR-157
AQW82436,s__pinnipediorum
ASW57640,s__sp._KBS50
ENX08912,s__sp._NIPH_2171
AJF12811,s__bacterium
OMG20908,s__naeslundii
SCB96858,s__costaii
AGK75770,s__fulvissimus
ORW75948,s__sherrisii
OBV38395,s__sp._S3-2
ATF29957,s__simulans
OBT18916,s__sp._UCD-FRSSP16_10
APO82765,s__putida
AJF12810,s__bacterium
OPX46834,s__thermobutyricum
BAZ56609,s__sp._NIES-4105
AKN69984,s__sp._PBH53
KSU55790,s__sp._SGD-V-85
SEO69796,s__oligotropha
APO50081,s__diazoefficiens
AJH15457,s__profundi
ESQ16893,s__Thiohalocapsa_sp._PB-PSB1
OJX17723,s__sp._67-54
OJX78310,s__sp._64-120
OCW21564,s__sp._S3E12
OKL38515,s__sp._S10-8
EXR60806,s__sp._1424608
KYK13666,s__sp._CC71
KUN25029,s__corchorusii
OQP14984,s__thermocatenulatus
ERU00140,s__sp._04-5288
SCK49942,s__sp._SceaMP-e96
KPF60597,s__sp._AAP116
KZY86654,s__sp._HI0072
SBZ95414,s__pneumoniae
ESJ24623,s__sp._HPC(L)
KAW65523,s__tuberculosis
KNZ51327,s__sorghi
AKR75466,s__rettgeri
KNZ29279,s__baumannii
CKO52479,s__tuberculosis
ERD51799,s__coli
KMM91758,s__lini
AMV50071,s__pneumoniae
KQU45754,s__sp._Leaf278
SEH79511,s__sp._275MFSha3.1
SHJ52241,s__stercorisuis
OLR92545,s__bangkokensis
OIJ66879,s__mangrovisoli
ORA58604,s__franklinii
OBU45857,s__damselae
KWO72643,s__stagnalis
OLU01323,s__reinekei
ABQ16591,s__baculiformis
EIJ70229,s__parahaemolyticuse1
AJC25800,s__sp._Pc3
ORV80935,s__iranicum
KII17569,s__sp._S26
KMY35115,s__putida
AND87119,s__diazoefficiens
SDO96898,s__sp._ok909
KUL96086,s__sp._WAO
AKF45684,s__syringae
WP_007496195.1,s__zinciresistens
CCI20201,s__aeruginosae1
KOV02533,s__sp._XY533
SFD91684,s__sp._OK212
OOF83182,s__ratti
KFC66413,s__sp._LC5
SCY91308,s__sp._NFACC37-1
KGS21696,s__pseudomallei
AJY44500,s__endophytica
ORT96722,s__casuarinae
OAZ92097,s__asburiae
SED33481,s__migulae
AMT92822,s__linens
GAK41030,s__sp._TCA20
KPF58641,s__proteobacterium_AAP51
CZZ44115,s__cloacae
AGP61420,s__rapamycinicus
OCP34283,s__sp._LC499
KIZ39748,s__ornithinolytica
OKJ35199,s__sp._TSRI0369
KZR61940,s__sp._MIT_1303
GAO46761,s__complicata
SEJ51178,s__sp._yr096
ETD35497,s__chlororaphis
ACD15347,s__phytofirmans
GAJ41486,s__caldoxylosilyticus
OIF37431,s__baumannii
OAI80678,s__solanacearum
KFB66974,s__Accumulibacter_sp._SK-01
AAF12461,s__radiodurans
OLL33022,s__sp._SRS-W-2-2016
ACL38391,s__chlorophenolicus
KPL65044,s__viridiflava
KWV33543,s__rifamycinica
OEC99345,s__sp._YK2
OJT34006,s__cohnii
KUM67928,s__curacoi
KPX10349,s__syringae_pv._coryli
KWD27500,s__ubonensis
OQX70024,s__bacterium_NIC37A_2
CCI95524,s__canettii
AJF13137,s__bacterium
GAB45277,s__terraee1
AJF13135,s__bacterium
AJF13134,s__bacterium
AJF13132,s__bacterium
AJF13131,s__bacterium
AJF13130,s__bacterium
SNY97621,s__sp._hl-4
AJF13139,s__bacterium
AJF13138,s__bacterium
AJF12848,s__bacterium
AJF12849,s__bacterium
AJF12845,s__bacterium
AJF12846,s__bacterium
AJF12840,s__bacterium
AJF12841,s__bacterium
AJF12842,s__bacterium
AJF12843,s__bacterium
KOC80582,s__velezensis
AUO20998,s__sp._NC02
ACB98861,s__organism
ACB98860,s__organism
ACB98863,s__organism
ACB98862,s__organism
ACB98865,s__organism
ACB98864,s__organism
ACB98867,s__organism
ACB98866,s__organism
ACB98869,s__organism
ACB98868,s__organism
KZR73399,s__marinuse1
KQU64994,s__sp._Root100
KPC62737,s__chattanoogensis
AQW68842,s__parafulva
EDT23138,s__perfringens
ACB98926,s__organism
OBI39122,s__sp._E1386
AEX21866,s__sp._EJY3
KZS64167,s__kansasii
OQR70537,s__mercedesae
SMH58053,s__lipoferum
KPV53520,s__aurantiaca
AJG37981,s__gamma_proteobacterium
SEP90750,s__sp._yr375
AJF12268,s__thaumarchaeote
AUV80276,s__rubrume2
EEL55048,s__cereus
AJF12261,s__thaumarchaeote
AJF12262,s__thaumarchaeote
AJF12263,s__thaumarchaeote
AJF12264,s__thaumarchaeote
AJF12265,s__thaumarchaeote
AJF12266,s__thaumarchaeote
AJF12267,s__thaumarchaeote
OIQ39263,s__sp._MedPE-SWde
KAT13019,s__tuberculosis
SEN30290,s__sp._ok266
ASK30065,s__sp._T16E-39
KRB96542,s__sp._Root73
KXH80829,s__sp._HYO08
AJM92606,s__Nitrosopumilus_piranensis
SBC97365,s__aureus
EIJ74678,s__haemolyticus
KPC56837,s__amygdali
OQO31317,s__sp._CCFEE_5018
KZZ97904,s__apise1
SIS31074,s__joostei
OBL32799,s__baumannii
KYH19958,s__citrulli
KPC20037,s__syringae_group_genomosp._3
ANH96369,s__koreensise1
EJN28715,s__sp._GM78
KIQ61658,s__griseola
APG82616,s__pseudotuberculosis
CEH16125,s__bombacis
OQR37837,s__sp._Bc-h
SLN63627,s__litorisediminis
ACB83210,s__populi
OIQ98935,s__drainage_metagenome
SFH74668,s__bacterium_NLAE-zl-G231
AGP32260,s__cellulosum
BAG83490,s__Azobacteroides_pseudotrichonymphae
ACB99129,s__organism
CPZ84704,s__abscessus
SDX39982,s__antarcticume2
AER40540.1,s__sp._(Mastotermes_darwiniensis)
OIZ65708,s__tayi
OOQ48673,s__antibioticus
SEK59254,s__tenuis
ALK87649,s__sp._63ED37-2
ETK16030,s__sp._FH4
CFD52564,s__tuberculosis
ADZ68542,s__gilvum
ENV79900,s__ursingiie1
ETD89272,s__capsulatus
OPF77371,s__paralicheniformis
KQY11537,s__sp._Root482
KOV61720,s__sp._MMG1121
CRM46319,s__sp._8_R_14
KPL36086,s__anulatus
OSP02061,s__griseofuscus
OMG08606,s__naeslundii
KOV70445,s__sp._AS58
OOF41645,s__mrazii
EDY17887.1,s__flavus
SEF68984,s__ureaee1
AAM70371,s__heilmannii
AAM70373,s__heilmannii
AAM70375,s__heilmannii
AAM70378,s__heilmannii
SCF11886,s__chokoriensis
SEE25774,s__deceptionensis
AJF12932,s__bacterium
ELZ29647,s__carlsbadense
ELZ29645,s__carlsbadense
EUB96714,s__sp._CF080
KCX05970,s__baumannii
KUM12666,s__calcoaceticus
AOI81731,s__cepacia
ALC24608,s__pristinaespiralis
AJF12772,s__bacterium
OCC22392,s__sp._MH-B5
AIZ32562,s__parafulva
ABM57480,s__eiseniaee1
KUI31947,s__sp._IS-1742
ODT06151,s__sp._SCN_65-20
OPW92743,s__sp._A316
ELY63075,s__versiforme
KXL49782,s__richmondensis
OMI10549,s__paralicheniformis
EIF70653,s__pseudomallei
CNI19160,s__aldovae
AJF12453,s__thaumarchaeote
AJF12452,s__thaumarchaeote
AJF12983,s__bacterium
AJF12450,s__thaumarchaeote
AJF12457,s__thaumarchaeote
AJF12456,s__thaumarchaeote
AJF12987,s__bacterium
AJF12986,s__bacterium
AJF12989,s__bacterium
AJF12988,s__bacterium
AJF12459,s__thaumarchaeote
AJF12458,s__thaumarchaeote
EHJ98901,s__tumefaciens
ACB99249,s__organism
EHZ22729,s__pneumoniaee1
SFT38712,s__denitrificans
SIR67723,s__sp._B10
OGL04120,s__Rokubacteria_bacterium_RIFCSPHIGHO2_12_FULL_73_22
SBS28432,s__spartinae
APO68663,s__gallicum
EYV26707,s__coli
KUI13874,s__sp._GA-1683
SDJ17038,s__jejuense
KGQ02884,s__bassiana
AJF12677,s__bacterium
OLO49635,s__oris
AJF12673,s__bacterium
AJF12672,s__bacterium
AJF12671,s__bacterium
AJF12670,s__bacterium
KPF96433,s__sp._AAP120
KJW82925,s__hormaechei
AJF12679,s__bacterium
BAB75369,s__sp._PCC_7120
SEL72264,s__rupis
KTB67869,s__fluorescens
KER98289,s__mendocina
KTC53234,s__syringae
ERO62549,s__sp._CMAA1215
ANQ17284,s__natriegens
EPD49103,s__sp._HGB0015
CDT39918,s__crassostreae
KVE73055,s__vietnamiensis
OGK95202,s__Rokubacteria_bacterium_RIFCSPHIGHO2_02_FULL_73_26
EHM02501,s__bacterium_AT-5844
OSQ43246,s__sp._MCCC_1A01428
OSI63769,s__canariense
KTT03447,s__psychrotoleranse1
ALV37160,s__sp._CdTB01
OCB67370,s__vulneris
AHJ64062,s__bethesdensis
ASN06953,s__necropolis
KJS54100,s__rubellomurinus
OFJ47268,s__lividum
BAY52387,s__vulcanus
OEJ41125,s__agglomeratus
CUO09242,s__ventriculi
SFD67059,s__aidingensis
ABX05090,s__aurantiacuse1
AMX83440,s__subterraneus
EGH63872,s__syringae
SHN74155,s__actignis
SFE50009,s__sp._DSM_26671
SBT65903,s__sediminicola
KQB84403,s__oculi
EDM32461,s__sp._TM1035
KZE55941,s__mirabilis
KRE45808,s__sp._Soil724D2
OEJ53666,s__agglomeratus
AHH18032,s__nova
CDO25957,s__mageritense
SFN06507,s__oleae
SHM37612,s__pacificus
KBG72823,s__tuberculosis
OBQ60632,s__loti
CNB69024,s__pseudotuberculosise1
GAA97137,s__osmundae
AUN40068,s__tyrosinosolvens
ONE17782,s__pseudomallei
ETA50924,s__bacterium_PD-2
OSP21364,s__werkmanii
EEL64028,s__cereus
KPV56909,s__sp._A3
AGW86255,s__sp._(Nauphoeta_cinerea)
KZE97013,s__stearothermophilus
AJW97046,s__gladioli
SFB50387,s__aquimarinus
EWQ24950,s__aureus
SFS26457,s__sp._NFACC42-2
EPD96693,s__sp._HPH0547
OED73230,s__crassostreae
OHV40957,s__sp._NRRL_B-16219
KSU75915,s__enclensis
OIQ77166,s__drainage_metagenome
KWC78770,s__cepacia
AJF12998,s__bacterium
OJV92317,s__bacterium_54-19
ANS63620,s__lincolnensis
GAW61725,s__sp._Br-6
CDG83505,s__agaricidamnosum
OLD31422,s__archaeon_13_1_40CM_2_39_7
OQQ18526,s__sp._M41(2017)
OJD35388,s__corticola
BAX60007,s__stabilis
KOP35549,s__baumannii
EKW94436,s__coli
OJV06988,s__sp._67-29
OHT87279,s__chelonae
SFQ52072,s__indicuse4
CFQ44579,s__enterocolitica
KJG70300,s__kishitanii
KMG67571,s__pneumoniae
OLB02192,s__bacterium_13_2_20CM_62_7
AQA17703,s__japonicus
SEQ22900,s__xinjiangensise1
ALD78199,s__freundii
KCX89457,s__baumannii
ALD16385,s__thermophilus
KMH94585,s__pneumoniae
ERX43776,s__aeruginosa
KPC63487,s__sp._NRRL_F-6602
KUL41285,s__awajinensis
ACB98927,s__organism
AEN18748,s__pylori
AQZ98901,s__kerstersii
OCQ91047,s__sp._P13C2
KOR74323,s__baumannii
EZQ12273,s__Acidianus_copahuensis
ODN80755,s__amylolentus
AJF12280,s__thaumarchaeote
CZQ65064,s__aureus
AJF12281,s__thaumarchaeote
ANJ06306,s__parvulus
ANF84008,s__antarcticae1
AJF12286,s__thaumarchaeote
EQD94500,s__pylori
AJF12287,s__thaumarchaeote
ANA32345,s__mannitolilytica
CXY25809,s__aureus
AJF13119,s__bacterium
AJF13118,s__bacterium
AJF13115,s__bacterium
AJF13117,s__bacterium
AJF13116,s__bacterium
OAE23695,s__polymorpha
AJF13110,s__bacterium
AJF13113,s__bacterium
AJF13112,s__bacterium
BAJ54681,s__pylori
OEZ90615,s__sp._HH106
AJF12862,s__bacterium
AJF12863,s__bacterium
AJF12861,s__bacterium
AJF12866,s__bacterium
AJF12867,s__bacterium
AJF12864,s__bacterium
AJF12865,s__bacterium
AJF12868,s__bacterium
AJF12869,s__bacterium
SDQ45412,s__crystallopoietes
AIQ98452,s__gergoviae
AUY52286,s__sp._CB01881
ACB98807,s__organism
ACB98806,s__organism
ACB98805,s__organism
ACB98804,s__organism
ACB98803,s__organism
ACB98802,s__organism
ACB98801,s__organism
ACB98800,s__organism
KOG40510,s__decoyicus
KKX58103,s__putida
ACB98808,s__organism
OBN33929,s__baumannii
SDM98500,s__sp._OK048
EFE37373,s__verrucosum
AOJ02719,s__sp._BDU6
ACJ67190,s__pylori
ESV47596,s__epidermidis
ESZ99045,s__borealis
AJF12248,s__thaumarchaeote
AJF12249,s__thaumarchaeote
KQO95973,s__sp._Leaf91
AJF12247,s__thaumarchaeote
AJF12244,s__thaumarchaeote
AJF12245,s__thaumarchaeote
AJF12242,s__thaumarchaeote
AJF12243,s__thaumarchaeote
OAP28234,s__sp._M39
AJF12241,s__thaumarchaeote
EFP57020,s__sp._Ellin185
BAX35305,s__Helicobacter_sp.
KVX32685,s__anthina
BAT86600,s__angularis
KQV10225,s__sp._Root329
OKI36191,s__sp._CB00851
OLG26135,s__leguminosarum
ODR91684,s__alkalisoli
OJW22193,s__bacterium_71-10
ANP77384,s__crassostreae
OJY75078,s__sp._60-20
KZX57100,s__sp._HI00S01
EUM11664,s__sp._BIDMC_30
OMG23126,s__naeslundii
SCD68824,s__sp._ScaeMP-6W
WP_035609440.1,s__sp._BvORR071
CCC41766,s__walsbyi
OHV81356,s__sp._LCM_4579
SEF69447,s__solanie1
OPA74480,s__pinnipediorum
EME54501,s__decaplanina
KZL85477,s__incanum
KGJ08627,s__sphaerophysae
KAT24973,s__tuberculosis
SEN75489,s__alcaliphilus
AAO31946,Root
AAO31944,s__tricornutum
AAO31945,Root
KKO12714,s__sediment_metagenome
AAO31943,Root
KQZ15375,s__sp._Root1471
KOO36854,s__okuhidensis
KSU58875,s__sp._SGD-V-85
OEK66268,s__equorum
ATN05989,s__indologenes
BAX08646,s__Helicobacter_sp.
BAX08640,s__Helicobacter_sp.
OKI03336,s__sp._CB02056
EAU67449,s__aurantiacae1
ABP44167,s__gilvume1
SKC48988,s__flavae2
OBB14127,s__conceptionense
CRY20628,s__enterocolitica
KQU24183,s__sp._Leaf94
EON31576,s__terraee1
BAW80153,s__Nitrosoglobus_terrae
ARF71308,s__albolonga
KHD30379,s__denitrificanse1
OKJ64498,s__sp._CB02009
SFW62331,s__australiensis
EQD94190,s__pylori
ESL70209,s__cloacae
OQP49194,s__koreensise2
EYB24213,s__graminearum
CDP50855,s__sp._DBB001
ALJ21568,s__sp._No._7
AUZ40763,s__sp._MBGLi79
OKZ40090,s__sp._43_10
EFK57618,s__spiritivorum
GAP56144,s__sp._Hiyo6
SEF82829,s__hangzhouensis
AHW62873,s__glyciniphilum
KRH97538,s__sp._CR12
ESP96249,s__sp._GBA_94-10
KJK58895,s__sp._ST-888
AHB92252,s__baumannii
ENR34195,s__suise1
SCB25331,s__alkaliphilus
SCK27791,s__sp._ScaeMP-e48
ORF34977,s__alvi
KUK49718,s__bacterium_33_209
SDD81598,s__alcaliphila
KPX85855,s__amygdali
CDZ50776,s__galegae
ALM78748,s__pylori
CCE02160,s__sp._STM_3809
AHI21625,s__vitaeruminis
KQO35138,s__sp._Leaf84
CXD93761,s__aureus
ACB63286,s__ambifaria
ASE19833,s__protegens
AIT59288,s__archaeon
AIT59289,s__archaeon
OPH14136,s__brasilense
EIT97939,s__abscessus
AIT59282,s__archaeon
AIT59283,s__archaeon
AIT59280,s__archaeon
AIT59281,s__archaeon
AIT59287,s__archaeon
AIT59284,s__archaeon
AIT59285,s__archaeon
OJT97290,s__sp._65-7
KQZ94850,s__sp._Root562
EXT43273,s__sp._25977_7
EFR58249,s__sp._HGB5
KUL33163,s__regalis
ABB27215,s__sp._CC9902
AGX39355,s__pneumoniae
KWW36655,s__metallidurans
SEG67989,s__lathyri
CUO83912,s__saccharivorans
SCX41300,s__bacterium_DSM_45722
OHY94542,s__rotiferianus
OEV18112,s__nanshensis
KQT44681,s__sp._Leaf420
AKH34556,s__thermophilus
KQN59171,s__sp._Leaf58
AJF12479,s__thaumarchaeote
AJF12478,s__thaumarchaeote
SEF82488,s__lutimarise1
AJF12471,s__thaumarchaeote
ACB99181,s__organism
AJF12473,s__thaumarchaeote
AJF12472,s__thaumarchaeote
AJF12475,s__thaumarchaeote
AJF12474,s__thaumarchaeote
OLB95692,s__Rokubacteria_bacterium_13_1_40CM_68_15
AJF12476,s__thaumarchaeote
SFE74490,s__brevis
OBR10093,s__higginsianum
KQK29464,s__thiooxidanse1
OKA43606,s__solanacearum
SFW15919,s__sp._Nv17
SEC42145,s__sp._TLI_105
ORY27481,s__encephala
CLO14564,s__tuberculosis
EPN67572,s__syringae
EKT53430,s__sneebia
SCF70328,s__sp._Ncost-T10-10d
ACB99291,s__organism
ACB99290,s__organism
ACB99293,s__organism
ACB99292,s__organism
ACB99295,s__organism
ACB99294,s__organism
ACB99297,s__organism
ACB99296,s__organism
ACB99299,s__organism
ACB99298,s__organism
AJF12656,s__bacterium
AJF12650,s__bacterium
AJF12653,s__bacterium
AJF12652,s__bacterium
ABB92574,s__marine_organism
ABB92575,s__marine_organism
ABB92576,s__marine_organism
EEW25351,s__sp._SW2
ABB92570,s__marine_organism
ABB92571,s__marine_organism
ABB92572,s__marine_organism
ABB92573,s__marine_organism
ABB92578,s__marine_organism
BAB51482,s__japonicume2
BAW40367,s__pylori
GAT82989,s__sp._F-3
ETT39713,s__sp._FSL_R5-808
ESY83833,s__sp._LNHC221B00
ANS88566,s__pseudintermedius
AUX42441,s__cellulosum
SFV04858,s__arachidis
KQY09037,s__sp._Root135
EMF21864,s__freundii
ETX30174,s__isoporae
SDT79544,s__derwentensis
SFQ02595,s__sp._770b2
KQI70820,s__sp._5RATIMAR09
BAW49525,s__pylori
SBC51523,s__aureus
AHJ92539,s__baumannii
OLL42585,s__aggregata
EXF43164,s__sp._BAY1663
OHY41750,s__cloacae_complex_'Hoffmann_cluster_IV'
SDQ96269,s__tuberum
SDL44432,s__indicae2
OLO62721,s__oris
AJP42471,s__australica
EEP91745,s__kristensenii
KKY24630,s__seriata
KJW89287,s__asburiae
AJF12412,s__thaumarchaeote
KQB11986,s__capsulatus
KLG11581,s__cloacae
KON74251,s__cellulans
KIF39814,s__confervoides
OCH36228,s__fischeri
CZW45660,s__cloacae
ALA55549,s__rettgeri
AGP53174,s__rapamycinicus
OLZ67615,s__amritsarensis
ALG06073,s__phytohabitans
BAZ45529,s__sp._NIES-4102
SDP09683,s__sediminicolae1
ANC91995,s__humicireducens
KMQ84225,s__niger
OCW55532,s__olei
KXO84802,s__stutzeri
KYQ81067,s__lactucae
KQO96394,s__sp._Leaf92
KQQ36463,s__sp._Leaf306
KEZ27014,s__amygdali
AJC55796,s__sp._769
SCG96555,s__Blautia_sp.
KWO03742,s__cepacia
OQD56719,s__phaeoluteigriseus
AJF12232,s__thaumarchaeote
SDT75590,s__sp._2114.2
SDE71239,s__sp._DSM_44205
KTF08346,s__sediment_metagenome
KRD19192,s__sp._Root265
KPW85427,s__congelans
KMJ95302,s__japonicum
ETU72156,s__aeruginosa
SDD11665,s__iranicume1
SLM48566,s__japonica
AFU44725,s__sp._KKS102
OMC36969,s__sp._GA-1841
ORE99055,s__sp._22II-16-19i
KQZ31161,s__sp._Root552
ACB33345,s__cholodnii
KUI43617,s__sp._IS-1590
CZZ23145,s__cloacae
SFG30810,s__denitrificanse2
OIK29012,s__malaysiense
OGO56165,s__bacterium_RBG_16_70_13
OAD08003,s__circinelloides
AOB28434,s__bronchiseptica
ONH25041,s__sp._CcI156
ACB99192,s__organism
ACB99193,s__organism
ACB99190,s__organism
ACB99191,s__organism
ACB99196,s__organism
ACB99197,s__organism
ACB99194,s__organism
ACB99195,s__organism
ACB99198,s__organism
ACB99199,s__organism
AKG42123,s__xiamenensis
OHR82510,s__sp._HMSC34C02
EAS48143,s__proteobacterium_HTCC2207
OME77247,s__pabuli
SIN64095,s__meridiana
ACY14254,s__ochraceum
KVK17301,s__hormaechei
AJJ19622,s__intermediae1
AJF12224,s__thaumarchaeote
KDF47393,s__cloacae
AJF12226,s__thaumarchaeote
AJF12227,s__thaumarchaeote
AJF12220,s__thaumarchaeote
AJF12221,s__thaumarchaeote
AJF12222,s__thaumarchaeote
AJF12223,s__thaumarchaeote
ADO21005,s__heilmannii
AJF12228,s__thaumarchaeote
AJF12229,s__thaumarchaeote
BAX35327,s__Helicobacter_sp.
BAX35325,s__Helicobacter_sp.
KKJ07104,s__gladioli
EUC62795,s__solani
SDE16274,s__thiooxidans
BAX35329,s__Helicobacter_sp.
ACB98829,s__organism
ACB98828,s__organism
OKH87699,s__sp._TSL5-1
ACB98825,s__organism
ACB98824,s__organism
